c_link,domain,category,c_title,c_retail_price,c_sale_price,c_image-src,c_season_tag,c_product_url,c_product_id,matchlink,m_title,m_retail_price,m_sale_price,m_image-src,m_product_id,m_season_tag
https://www.cettire.com/au/products/bally-deco-top-handle-bag-956232053,www.farfetch.com,Bags,Deco Top Handle Bag,3013.34,2016.39,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/15641ee0238514e62396491e0155c059.jpg,New Season,https://www.cettire.com/au/products/bally-deco-top-handle-bag-956232053,956232053,https://www.farfetch.com/in/shopping/women/bally-deco-leather-tote-bag-item-32029960.aspx,Bally Deco Leather Tote Bag,2949,,https://cdn-images.farfetch-contents.com/32/02/99/60/32029960_61767487_1000.jpg,32029960,New Season
https://www.cettire.com/au/products/bally-denim-tailored-jacket-949785917,www.farfetch.com,Clothes,Denim Tailored Jacket,1650.6,970.23,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/015e330ea9273a58d1b6bffdcbd4d688.jpg,,https://www.cettire.com/au/products/bally-denim-tailored-jacket-949785917,949785917,https://www.farfetch.com/au/shopping/women/bally-denim-jacket-item-28629372.aspx,Bally Denim Jacket,1796,1318,https://cdn-images.farfetch-contents.com/28/62/93/72/28629372_58207248_1000.jpg,28629372,
https://www.cettire.com/au/products/bally-dewy-logo-printed-sneakers-934533130,www.farfetch.com,Shoes,Dewy Logo Printed Sneakers,1149.93,523.6,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/db9429c6c14553c4d8ae62f1010ff831.jpg,,https://www.cettire.com/au/products/bally-dewy-logo-printed-sneakers-934533130,934533130,https://www.farfetch.com/au/shopping/men/bally-dewy-leather-sneakers-item-22664578.aspx,Bally Dewy Leather Sneakers,1079,,https://cdn-images.farfetch-contents.com/22/66/45/78/22664578_53230129_1000.jpg,22664578,
https://www.cettire.com/au/products/bally-emblem-quilted-small-clutch-bag-920764270,www.farfetch.com,Bags,Bally Emblem Quilted Small Clutch Bag,1876.39,867.29,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/42efbfeb7b90ab42975ad6fcaee32349.jpg,,https://www.cettire.com/au/products/bally-emblem-quilted-small-clutch-bag-920764270,920764270,https://www.farfetch.com/au/shopping/women/bally-emblem-shoulder-bag-item-26894240.aspx,Bally Emblem Shoulder Bag,1993,1352,https://cdn-images.farfetch-contents.com/26/89/42/40/26894240_56762305_1000.jpg,26894240,
https://www.cettire.com/au/products/bally-embossed-slip-on-sneakers-920764303,www.farfetch.com,Shoes,Embossed Slip-On Sneakers,1169.56,532.44,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/18ec0006808e638591dde10e84294da6.jpg,,https://www.cettire.com/au/products/bally-embossed-slip-on-sneakers-920764303,920764303,https://www.farfetch.com/au/shopping/men/bally-printed-slip-on-sneakers-item-26892165.aspx,Bally Printed Slip On Sneakers,1238,727,https://cdn-images.farfetch-contents.com/26/89/21/65/26892165_56764651_1000.jpg,26892165,
https://www.cettire.com/au/products/bally-freyne-drawstring-sneakers-948900464,www.farfetch.com,Shoes,Freyne Drawstring Sneakers,1091.02,633.16,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/d23be096ee8f0259eafbcfd0ccda5d33.jpg,,https://www.cettire.com/au/products/bally-freyne-drawstring-sneakers-948900464,948900464,https://www.farfetch.com/au/shopping/men/bally-faster-sneakers-item-23840184.aspx,Bally Faster Sneakers,1090,654,https://cdn-images.farfetch-contents.com/23/84/01/84/23840184_54975520_1000.jpg,23840184,
https://www.cettire.com/au/products/bally-gaverin-lace-up-ankle-boots-955231113,www.farfetch.com,Shoes,Gaverin Lace-Up Ankle Boots,1226.5,831.51,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/1df2cbad5ede9c9357ba744006d30320.jpg,New Season,https://www.cettire.com/au/products/bally-gaverin-lace-up-ankle-boots-955231113,cmVhY3Rpb24vcHJvZHVjdDppcFpMak1LRFo2WGZqNkNtTg==,https://www.farfetch.com/au/shopping/men/bally-lace-up-leather-biker-boots-item-31502685.aspx,Bally Lace Up Leather Biker Boots,1288,,https://cdn-images.farfetch-contents.com/31/50/26/85/31502685_61113018_1000.jpg,31502685,
https://www.cettire.com/au/products/bally-gevon-round-roe-ankle-boots-941720895,www.farfetch.com,Shoes,Gevon Round-Roe Ankle Boots,1914.24,1038.82,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/33ed9a41d350ceecd41373cbe71f14f2.jpg,,https://www.cettire.com/au/products/bally-gevon-round-roe-ankle-boots-941720895,941720895,https://www.farfetch.com/bh/shopping/men/bally-leather-chelsea-boots-item-24778217.aspx,Bally Leather Chelsea Boots,1323,,https://cdn-images.farfetch-contents.com/24/77/82/17/24778217_55302403_1000.jpg,24778217,
https://www.cettire.com/au/products/bally-graphic-printed-buttoned-shirt-932229876,www.farfetch.com,Clothes,Graphic Printed Buttoned Shirt,2367.24,923.65,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/9c7f0222de2862159bec255fc105591d.jpg,,https://www.cettire.com/au/products/bally-graphic-printed-buttoned-shirt-932229876,932229876,https://www.farfetch.com/au/shopping/women/bally-graphic-print-oversized-silk-shirt-item-24672675.aspx,Bally Graphic Print Oversized Silk Shirt,2537,1035,https://cdn-images.farfetch-contents.com/24/67/26/75/24672675_54802154_1000.jpg,24672675,
https://www.cettire.com/au/products/bally-gylon-slip-on-slippers-925911102,www.farfetch.com,Shoes,Gylon Slip-On Slippers,1169.56,562.48,https://d3vfig6e0r0snz.cloudfront.net/rcYjnYuenaTH5vyDF/images/products/85d9b745d51d9cbf3fb0dac3b271ae08.jpg,,https://www.cettire.com/au/products/bally-gylon-slip-on-slippers-925911102,cmVhY3Rpb24vcHJvZHVjdDoyaDZzU2huZHNwQTdKcmtteg==,https://www.farfetch.com/au/shopping/women/bally-gylon-logo-plaque-suede-slippers-item-20154404.aspx,Bally Gylon Logo Plaque Suede Slippers,705,582,https://cdn-images.farfetch-contents.com/20/15/44/04/20154404_50248736_1000.jpg,20154404,
